1760825269.546068 server started (89157): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1760825269.546122 on Darwin 25.0.0 Darwin Kernel Version 25.0.0: Wed Sep 17 21:41:26 PDT 2025; root:xnu-12377.1.9~141/RELEASE_ARM64_T6041
1760825269.546132 using libevent 2.1.12-stable select
1760825269.546144 using utf8proc 2.11.0
1760825269.546151 using ncurses 6.5 20240427
1760825269.547818 yylex_token: end at WS
1760825269.547820 yylex_token: --
1760825269.547822 yylex_token: end at WS
1760825269.547824 yylex_token: %%
1760825269.547827 cmd_parse_build_commands 0:0: bind
1760825269.547829 cmd_parse_build_commands 0:1: -N
1760825269.547831 cmd_parse_build_commands 0:2: Rename current session
1760825269.547833 cmd_parse_build_commands 0:3: $
1760825269.547835 cmd_parse_build_commands 0:4 0:0: command-prompt
1760825269.547837 cmd_parse_build_commands 0:4 0:1: -I#S
1760825269.547839 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1760825269.547841 cmd_parse_build_commands 0:4 0:2 0:1: --
1760825269.547843 cmd_parse_build_commands 0:4 0:2 0:2: %%
1760825269.547845 cmd_parse_build_commands 0:0: command-prompt
1760825269.547848 cmd_parse_build_commands 0:1: -I#S
1760825269.547850 cmd_parse_build_commands 0:2 0:0: rename-session
1760825269.547853 cmd_parse_build_commands 0:2 0:1: --
1760825269.547855 cmd_parse_build_commands 0:2 0:2: %%
1760825269.547858 cmd_parse_build_commands 0:0: rename-session
1760825269.547860 cmd_parse_build_commands 0:1: --
1760825269.547862 cmd_parse_build_commands 0:2: %%
1760825269.547864 args_parse_flags: next --
1760825269.547866 args_parse: flags end at 2 of 3
1760825269.547868 args_parse: 2 = %% (type STRING)
1760825269.547871 cmd_parse_build_commands: rename-session "%%"
1760825269.547873 args_parse_flags: next -I#S
1760825269.547875 args_parse_flag_argument: -I = #S
1760825269.547877 args_parse: flags end at 2 of 3
1760825269.547879 args_parse: 2 = rename-session "%%" (type COMMANDS)
1760825269.547883 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1760825269.547885 args_parse_flags: next -N
1760825269.547887 args_parse_flag_argument: -N = Rename current session
1760825269.547889 args_parse_flags: next $
1760825269.547891 args_parse: flags end at 3 of 5
1760825269.547893 args_parse: 3 = $ (type STRING)
1760825269.547896 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1760825269.547902 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1760825269.547905 cmdq_get_command: [bind-key/0x95d80fd00] group 58
1760825269.547907 cmdq_append <global>: [bind-key/0x95d80fd00]
1760825269.547909 yylex_token: end at WS
1760825269.547911 yylex_token: bind
1760825269.547913 yylex_token: end at WS
1760825269.547918 yylex_token: -N
1760825269.547920 yylex_token: end at WS
1760825269.547922 yylex_token: Split window horizontally
1760825269.547925 yylex_get_word: %
1760825269.547927 yylex_token: end at WS
1760825269.547929 yylex_token: split-window
1760825269.547931 yylex_token: end at WS
1760825269.547933 yylex_token: -h
1760825269.547936 cmd_parse_build_commands 0:0: bind
1760825269.547938 cmd_parse_build_commands 0:1: -N
1760825269.547940 cmd_parse_build_commands 0:2: Split window horizontally
1760825269.547943 cmd_parse_build_commands 0:3: %
1760825269.547945 cmd_parse_build_commands 0:4 0:0: split-window
1760825269.547947 cmd_parse_build_commands 0:4 0:1: -h
1760825269.547949 cmd_parse_build_commands 0:0: split-window
1760825269.547951 cmd_parse_build_commands 0:1: -h
1760825269.547954 args_parse_flags: next -h
1760825269.547956 args_parse_flags: -h
1760825269.547957 args_parse: flags end at 2 of 2
1760825269.547960 cmd_parse_build_commands: split-window -h
1760825269.547962 args_parse_flags: next -N
1760825269.547964 args_parse_flag_argument: -N = Split window horizontally
1760825269.547967 args_parse_flags: next %
1760825269.547969 args_parse: flags end at 3 of 5
1760825269.547971 args_parse: 3 = % (type STRING)
1760825269.547973 args_parse: 4 = split-window -h (type COMMANDS)
1760825269.547977 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1760825269.547980 cmdq_get_command: [bind-key/0x95d80fe00] group 70
1760825269.547982 cmdq_append <global>: [bind-key/0x95d80fe00]
1760825269.547985 yylex_token: end at WS
1760825269.547988 yylex_token: bind
1760825269.547991 yylex_token: end at WS
1760825269.547993 yylex_token: -N
1760825269.547995 yylex_token: end at WS
1760825269.547997 yylex_token: Kill current window
1760825269.547999 yylex_token: end at WS
1760825269.548001 yylex_token: &
1760825269.548003 yylex_token: end at WS
1760825269.548006 yylex_token: confirm-before
1760825269.548008 yylex_token: end at WS
1760825269.548010 yylex_token: -pkill-window #W? (y/n)
1760825269.548013 yylex_token: end at WS
1760825269.548015 yylex_token: kill-window
1760825269.548018 cmd_parse_build_commands 0:0: bind
1760825269.548020 cmd_parse_build_commands 0:1: -N
1760825269.548022 cmd_parse_build_commands 0:2: Kill current window
1760825269.548024 cmd_parse_build_commands 0:3: &
1760825269.548026 cmd_parse_build_commands 0:4 0:0: confirm-before
1760825269.548028 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1760825269.548030 cmd_parse_build_commands 0:4 0:2: kill-window
1760825269.548034 cmd_parse_build_commands 0:0: confirm-before
1760825269.548036 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1760825269.548042 cmd_parse_build_commands 0:2: kill-window
1760825269.548049 args_parse_flags: next -pkill-window #W? (y/n)
1760825269.548054 args_parse_flag_argument: -p = kill-window #W? (y/n)
1760825269.548059 args_parse_flags: next kill-window
1760825269.548064 args_parse: flags end at 2 of 3
1760825269.548069 args_parse: 2 = kill-window (type STRING)
1760825269.548078 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1760825269.548083 args_parse_flags: next -N
1760825269.548089 args_parse_flag_argument: -N = Kill current window
1760825269.548094 args_parse_flags: next &
1760825269.548099 args_parse: flags end at 3 of 5
1760825269.548103 args_parse: 3 = & (type STRING)
1760825269.548111 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1760825269.548124 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1760825269.548131 cmdq_get_command: [bind-key/0x95d80ff00] group 78
1760825269.548136 cmdq_append <global>: [bind-key/0x95d80ff00]
1760825269.548141 yylex_token: end at WS
1760825269.548146 yylex_token: bind
1760825269.548152 yylex_token: end at WS
1760825269.548156 yylex_token: -N
1760825269.548163 yylex_token: end at WS
1760825269.548168 yylex_token: Prompt for window index to select
1760825269.548173 yylex_token: end at WS
1760825269.548184 yylex_token: '
1760825269.548191 yylex_token: end at WS
1760825269.548196 yylex_token: command-prompt
1760825269.548201 yylex_token: end at WS
1760825269.548206 yylex_token: -T
1760825269.548211 yylex_token: end at WS
1760825269.548216 yylex_token: window-target
1760825269.548221 yylex_token: end at WS
1760825269.548227 yylex_token: -pindex
1760825269.548232 yylex_token: end at WS
1760825269.548237 yylex_token: select-window
1760825269.548243 yylex_token: end at WS
1760825269.548248 yylex_token: -t
1760825269.548253 yylex_token: end at WS
1760825269.548259 yylex_token: :%%
1760825269.548265 cmd_parse_build_commands 0:0: bind
1760825269.548270 cmd_parse_build_commands 0:1: -N
1760825269.548278 cmd_parse_build_commands 0:2: Prompt for window index to select
1760825269.548283 cmd_parse_build_commands 0:3: '
1760825269.548288 cmd_parse_build_commands 0:4 0:0: command-prompt
1760825269.548293 cmd_parse_build_commands 0:4 0:1: -T
1760825269.548299 cmd_parse_build_commands 0:4 0:2: window-target
1760825269.548305 cmd_parse_build_commands 0:4 0:3: -pindex
1760825269.548312 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1760825269.548317 cmd_parse_build_commands 0:4 0:4 0:1: -t
1760825269.548322 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1760825269.548329 cmd_parse_build_commands 0:0: command-prompt
1760825269.548334 cmd_parse_build_commands 0:1: -T
1760825269.548339 cmd_parse_build_commands 0:2: window-target
1760825269.548343 cmd_parse_build_commands 0:3: -pindex
1760825269.548348 cmd_parse_build_commands 0:4 0:0: select-window
1760825269.548353 cmd_parse_build_commands 0:4 0:1: -t
1760825269.548357 cmd_parse_build_commands 0:4 0:2: :%%
1760825269.548363 cmd_parse_build_commands 0:0: select-window
1760825269.548368 cmd_parse_build_commands 0:1: -t
1760825269.548373 cmd_parse_build_commands 0:2: :%%
1760825269.548379 args_parse_flags: next -t
1760825269.548384 args_parse_flag_argument: -t = :%%
1760825269.548390 args_parse: flags end at 3 of 3
1760825269.548397 cmd_parse_build_commands: select-window -t ":%%"
1760825269.548402 args_parse_flags: next -T
1760825269.548407 args_parse_flag_argument: -T = window-target
1760825269.548411 args_parse_flags: next -pindex
1760825269.548416 args_parse_flag_argument: -p = index
1760825269.548421 args_parse: flags end at 4 of 5
1760825269.548427 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1760825269.548441 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1760825269.548446 args_parse_flags: next -N
1760825269.548452 args_parse_flag_argument: -N = Prompt for window index to select
1760825269.548458 args_parse_flags: next '
1760825269.548464 args_parse: flags end at 3 of 5
1760825269.548470 args_parse: 3 = ' (type STRING)
1760825269.548482 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1760825269.548500 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1760825269.548507 cmdq_get_command: [bind-key/0x95d840000] group 86
1760825269.548512 cmdq_append <global>: [bind-key/0x95d840000]
1760825269.548518 yylex_token: end at WS
1760825269.548523 yylex_token: bind
1760825269.548529 yylex_token: end at WS
1760825269.548534 yylex_token: -N
1760825269.548539 yylex_token: end at WS
1760825269.548545 yylex_token: Switch to previous client
1760825269.548549 yylex_token: end at WS
1760825269.548554 yylex_token: (
1760825269.548559 yylex_token: end at WS
1760825269.548564 yylex_token: switch-client
1760825269.548570 yylex_token: end at WS
1760825269.548574 yylex_token: -p
1760825269.548579 cmd_parse_build_commands 0:0: bind
1760825269.548584 cmd_parse_build_commands 0:1: -N
1760825269.548587 cmd_parse_build_commands 0:2: Switch to previous client
1760825269.548590 cmd_parse_build_commands 0:3: (
1760825269.548593 cmd_parse_build_commands 0:4 0:0: switch-client
1760825269.548596 cmd_parse_build_commands 0:4 0:1: -p
1760825269.548600 cmd_parse_build_commands 0:0: switch-client
1760825269.548608 cmd_parse_build_commands 0:1: -p
1760825269.548612 args_parse_flags: next -p
1760825269.548615 args_parse_flags: -p
1760825269.548618 args_parse: flags end at 2 of 2
1760825269.548623 cmd_parse_build_commands: switch-client -p
1760825269.548626 args_parse_flags: next -N
1760825269.548629 args_parse_flag_argument: -N = Switch to previous client
1760825269.548632 args_parse_flags: next (
1760825269.548635 args_parse: flags end at 3 of 5
1760825269.548639 args_parse: 3 = ( (type STRING)
1760825269.548644 args_parse: 4 = switch-client -p (type COMMANDS)
1760825269.548654 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1760825269.548659 cmdq_get_command: [bind-key/0x95d840100] group 98
1760825269.548662 cmdq_append <global>: [bind-key/0x95d840100]
1760825269.548666 yylex_token: end at WS
1760825269.548669 yylex_token: bind
1760825269.548672 yylex_token: end at WS
1760825269.548676 yylex_token: -N
1760825269.548680 yylex_token: end at WS
1760825269.548683 yylex_token: Switch to next client
1760825269.548687 yylex_token: end at WS
1760825269.548689 yylex_token: )
1760825269.548693 yylex_token: end at WS
1760825269.548696 yylex_token: switch-client
1760825269.548699 yylex_token: end at WS
1760825269.548701 yylex_token: -n
1760825269.548705 cmd_parse_build_commands 0:0: bind
1760825269.548708 cmd_parse_build_commands 0:1: -N
1760825269.548711 cmd_parse_build_commands 0:2: Switch to next client
1760825269.548714 cmd_parse_build_commands 0:3: )
1760825269.548717 cmd_parse_build_commands 0:4 0:0: switch-client
1760825269.548720 cmd_parse_build_commands 0:4 0:1: -n
1760825269.548724 cmd_parse_build_commands 0:0: switch-client
1760825269.548727 cmd_parse_build_commands 0:1: -n
1760825269.548731 args_parse_flags: next -n
1760825269.548734 args_parse_flags: -n
1760825269.548738 args_parse: flags end at 2 of 2
1760825269.548741 cmd_parse_build_commands: switch-client -n
1760825269.548744 args_parse_flags: next -N
1760825269.548748 args_parse_flag_argument: -N = Switch to next client
1760825269.548751 args_parse_flags: next )
1760825269.548754 args_parse: flags end at 3 of 5
1760825269.548757 args_parse: 3 = ) (type STRING)
1760825269.548760 args_parse: 4 = switch-client -n (type COMMANDS)
1760825269.548769 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1760825269.548774 cmdq_get_command: [bind-key/0x95d840200] group 106
1760825269.548777 cmdq_append <global>: [bind-key/0x95d840200]
1760825269.548780 yylex_token: end at WS
1760825269.548783 yylex_token: bind
1760825269.548786 yylex_token: end at WS
1760825269.548789 yylex_token: -N
1760825269.548793 yylex_token: end at WS
1760825269.548796 yylex_token: Rename current window
1760825269.548799 yylex_token: end at WS
1760825269.548802 yylex_token: ,
1760825269.548806 yylex_token: end at WS
1760825269.548809 yylex_token: command-prompt
1760825269.548812 yylex_token: end at WS
1760825269.548815 yylex_token: -I#W
1760825269.548818 yylex_token: end at WS
1760825269.548821 yylex_token: rename-window
1760825269.548824 yylex_token: end at WS
1760825269.548827 yylex_token: --
1760825269.548830 yylex_token: end at WS
1760825269.548832 yylex_token: %%
1760825269.548836 cmd_parse_build_commands 0:0: bind
1760825269.548839 cmd_parse_build_commands 0:1: -N
1760825269.548842 cmd_parse_build_commands 0:2: Rename current window
1760825269.548846 cmd_parse_build_commands 0:3: ,
1760825269.548849 cmd_parse_build_commands 0:4 0:0: command-prompt
1760825269.548852 cmd_parse_build_commands 0:4 0:1: -I#W
1760825269.548855 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1760825269.548858 cmd_parse_build_commands 0:4 0:2 0:1: --
1760825269.548861 cmd_parse_build_commands 0:4 0:2 0:2: %%
1760825269.548865 cmd_parse_build_commands 0:0: command-prompt
1760825269.548868 cmd_parse_build_commands 0:1: -I#W
1760825269.548871 cmd_parse_build_commands 0:2 0:0: rename-window
1760825269.548874 cmd_parse_build_commands 0:2 0:1: --
1760825269.548877 cmd_parse_build_commands 0:2 0:2: %%
1760825269.548881 cmd_parse_build_commands 0:0: rename-window
1760825269.548887 cmd_parse_build_commands 0:1: --
1760825269.548891 cmd_parse_build_commands 0:2: %%
1760825269.548895 args_parse_flags: next --
1760825269.548898 args_parse: flags end at 2 of 3
1760825269.548901 args_parse: 2 = %% (type STRING)
1760825269.548905 cmd_parse_build_commands: rename-window "%%"
1760825269.548909 args_parse_flags: next -I#W
1760825269.548912 args_parse_flag_argument: -I = #W
1760825269.548915 args_parse: flags end at 2 of 3
1760825269.548919 args_parse: 2 = rename-window "%%" (type COMMANDS)
1760825269.548925 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1760825269.548928 args_parse_flags: next -N
1760825269.548931 args_parse_flag_argument: -N = Rename current window
1760825269.548934 args_parse_flags: next ,
1760825269.548937 args_parse: flags end at 3 of 5
1760825269.548940 args_parse: 3 = , (type STRING)
1760825269.548946 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1760825269.548955 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1760825269.548960 cmdq_get_command: [bind-key/0x95d840300] group 114
1760825269.548963 cmdq_append <global>: [bind-key/0x95d840300]
1760825269.548966 yylex_token: end at WS
1760825269.548969 yylex_token: bind
1760825269.548972 yylex_token: end at WS
1760825269.548975 yylex_token: -N
1760825269.548979 yylex_token: end at WS
1760825269.548982 yylex_token: Delete the most recent paste buffer
1760825269.548985 yylex_token: end at WS
1760825269.548988 yylex_token: -
1760825269.548992 yylex_token: end at WS
1760825269.548995 yylex_token: delete-buffer
1760825269.548998 cmd_parse_build_commands 0:0: bind
1760825269.549001 cmd_parse_build_commands 0:1: -N
1760825269.549004 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1760825269.549008 cmd_parse_build_commands 0:3: -
1760825269.549011 cmd_parse_build_commands 0:4 0:0: delete-buffer
1760825269.549015 cmd_parse_build_commands 0:0: delete-buffer
1760825269.549019 args_parse: flags end at 1 of 1
1760825269.549022 cmd_parse_build_commands: delete-buffer
1760825269.549025 args_parse_flags: next -N
1760825269.549029 args_parse_flag_argument: -N = Delete the most recent paste buffer
1760825269.549032 args_parse_flags: next -
1760825269.549034 args_parse: flags end at 3 of 5
1760825269.549037 args_parse: 3 = - (type STRING)
1760825269.549041 args_parse: 4 = delete-buffer (type COMMANDS)
1760825269.549048 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1760825269.549052 cmdq_get_command: [bind-key/0x95d840400] group 126
1760825269.549055 cmdq_append <global>: [bind-key/0x95d840400]
1760825269.549058 yylex_token: end at WS
1760825269.549061 yylex_token: bind
1760825269.549064 yylex_token: end at WS
1760825269.549067 yylex_token: -N
1760825269.549071 yylex_token: end at WS
1760825269.549074 yylex_token: Move the current window
1760825269.549077 yylex_token: end at WS
1760825269.549080 yylex_token: .
1760825269.549084 yylex_token: end at WS
1760825269.549086 yylex_token: command-prompt
1760825269.549089 yylex_token: end at WS
1760825269.549092 yylex_token: -T
1760825269.549095 yylex_token: end at WS
1760825269.549098 yylex_token: target
1760825269.549102 yylex_token: end at WS
1760825269.549105 yylex_token: move-window
1760825269.549108 yylex_token: end at WS
1760825269.549111 yylex_token: -t
1760825269.549114 yylex_token: end at WS
1760825269.549116 yylex_token: %%
1760825269.549120 cmd_parse_build_commands 0:0: bind
1760825269.549123 cmd_parse_build_commands 0:1: -N
1760825269.549126 cmd_parse_build_commands 0:2: Move the current window
1760825269.549129 cmd_parse_build_commands 0:3: .
1760825269.549132 cmd_parse_build_commands 0:4 0:0: command-prompt
1760825269.549135 cmd_parse_build_commands 0:4 0:1: -T
1760825269.549138 cmd_parse_build_commands 0:4 0:2: target
1760825269.549141 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1760825269.549144 cmd_parse_build_commands 0:4 0:3 0:1: -t
1760825269.549147 cmd_parse_build_commands 0:4 0:3 0:2: %%
1760825269.549155 cmd_parse_build_commands 0:0: command-prompt
1760825269.549158 cmd_parse_build_commands 0:1: -T
1760825269.549161 cmd_parse_build_commands 0:2: target
1760825269.549164 cmd_parse_build_commands 0:3 0:0: move-window
1760825269.549167 cmd_parse_build_commands 0:3 0:1: -t
